Technique	variable	value
Proposal, F5_rnsga2	F4	0.8006635771717078
Proposal, F5_rnsga2	F4	0.8000212111289992
Proposal, F5_rnsga2	F4	0.8040095182505957
Proposal, F5_rnsga2	F4	0.8026043147395195
Proposal, F5_rnsga2	F4	0.7998140000356622
Proposal, F5_rnsga2	F4	0.8026366705038003
Proposal, F5_rnsga2	F4	0.8104625061388883
Proposal, F5_rnsga2	F4	0.7888819923507091
Proposal, F5_rnsga2	F4	0.8032550341272763
Proposal, F5_rnsga2	F4	0.8078076699869662
Proposal, F5_rnsga2	F4	0.7947690881174101
Proposal, F5_rnsga2	F4	0.7972434346672885
Proposal, F5_rnsga2	F4	0.8058753970248841
Voting, VotingClassifier	F4	0.7829862422378825
Voting, VotingClassifier	F4	0.7843441880393085
Voting, VotingClassifier	F4	0.7825260260329346
Voting, VotingClassifier	F4	0.7838748022154136
Voting, VotingClassifier	F4	0.7896446439427577
Voting, VotingClassifier	F4	0.7755386824625652
Voting, VotingClassifier	F4	0.7911402972645887
Voting, VotingClassifier	F4	0.7941404175424687
Voting, VotingClassifier	F4	0.7954688300910444
Voting, VotingClassifier	F4	0.7991557019695
Voting, VotingClassifier	F4	0.782486948048447
Voting, VotingClassifier	F4	0.790065755783037
Voting, VotingClassifier	F4	0.76813840038838
